Age_Band,Income_Band,Marital_Status,Country,avg_wines,avg_fruits,avg_meat,avg_fish,avg_sweets,avg_gold,avg_total_spend,response_rate_pct
50-59,Very High,Divorced,Spain,516.37,41.06,416.37,106.32,60.85,75.54,1216.51,30.77
50-59,Very High,Divorced,USA,578.67,52.25,397.0,115.44,56.64,59.89,1259.89,16.67
50-59,Very High,Married,Australia,528.73,47.0,548.68,105.97,50.65,81.41,1362.43,18.92
50-59,Very High,Married,Canada,459.96,42.6,467.87,71.81,43.38,65.65,1151.27,30.77
50-59,Very High,Married,Germany,528.74,40.26,515.42,115.47,68.21,72.11,1340.21,15.79
50-59,Very High,Married,India,528.32,32.03,483.45,95.9,48.9,63.68,1252.29,25.81
50-59,Very High,Married,Mexico,288.17,61.5,490.67,130.33,62.0,82.0,1114.67,16.67
50-59,Very High,Married,Saudi Arabia,571.87,31.17,624.38,112.38,37.4,57.47,1434.68,34.04
50-59,Very High,Married,Spain,469.28,39.33,472.15,102.62,53.78,62.92,1200.08,25.77
50-59,Very High,Married,USA,592.24,36.69,433.43,115.17,48.62,71.76,1297.9,26.19
50-59,Very High,Single,Australia,610.35,35.01,522.9,98.99,59.63,77.2,1404.07,33.33
50-59,Very High,Single,Canada,567.58,35.22,397.39,103.69,49.28,86.42,1239.58,22.22
50-59,Very High,Single,Germany,466.65,39.02,541.33,86.85,45.08,68.5,1247.42,35.0
50-59,Very High,Single,India,414.46,29.71,432.88,100.08,51.04,86.79,1114.96,29.17
50-59,Very High,Single,Mexico,978.0,57.5,466.0,41.5,108.0,177.5,1828.5,50.0
50-59,Very High,Single,Saudi Arabia,530.64,31.53,428.25,137.72,42.61,65.72,1236.47,25.0
50-59,Very High,Single,Spain,553.1,33.77,449.95,91.89,54.73,75.92,1259.37,28.57
50-59,Very High,Single,USA,507.3,64.55,350.6,68.35,40.1,56.25,1087.15,30.0
50-59,Very High,Together,Australia,581.0,44.1,374.09,115.51,56.66,66.34,1237.7,35.37
50-59,Very High,Together,Canada,434.63,38.14,419.96,112.19,58.48,57.62,1121.02,28.21
50-59,Very High,Together,Germany,507.53,22.05,434.3,102.74,38.14,74.44,1179.21,37.21
50-59,Very High,Together,India,534.23,33.18,458.62,117.15,59.41,65.31,1267.9,20.51
50-59,Very High,Together,Mexico,325.72,37.06,592.22,90.44,70.56,50.28,1166.28,33.33
50-59,Very High,Together,Saudi Arabia,625.05,51.46,516.2,113.4,55.49,54.4,1416.01,26.32
50-59,Very High,Together,Spain,573.28,38.43,469.52,111.91,57.45,76.06,1326.65,33.04
50-59,Very High,Together,USA,482.49,41.95,500.33,116.62,70.82,64.63,1276.83,27.63
50-59,Very High,Widow,Australia,661.47,28.4,316.27,126.27,34.4,59.6,1226.4,46.67
50-59,Very High,Widow,Canada,602.53,56.06,417.06,107.82,49.41,88.71,1321.59,29.41
50-59,Very High,Widow,Germany,542.5,45.88,319.13,142.75,31.5,105.13,1186.88,12.5
50-59,Very High,Widow,India,551.93,26.93,399.8,139.8,82.0,76.07,1276.53,40.0
50-59,Very High,Widow,Saudi Arabia,595.39,40.82,442.24,112.69,42.07,60.65,1293.86,39.44
50-59,Very High,Widow,Spain,581.57,33.39,457.94,126.49,45.2,71.65,1316.24,17.65
50-59,Very High,Widow,USA,272.67,37.17,509.5,94.17,47.5,85.33,1046.33,16.67
50-59,Very High,YOLO,Australia,732.67,26.0,333.0,113.33,20.0,64.33,1289.33,33.33
50-59,Very High,YOLO,Canada,436.4,35.6,381.8,83.6,25.2,56.4,1019.0,40.0
50-59,Very High,YOLO,Germany,1493.0,6.0,234.0,102.0,60.0,125.0,2020.0,100.0
50-59,Very High,YOLO,India,403.5,46.5,297.5,91.0,162.0,13.5,1014.0,0.0
50-59,Very High,YOLO,Saudi Arabia,482.7,43.0,490.6,87.4,56.2,63.6,1223.5,50.0
50-59,Very High,YOLO,Spain,579.0,39.14,421.29,57.71,93.29,122.71,1313.14,28.57
50-59,Very High,YOLO,USA,411.5,34.0,655.5,34.5,59.5,19.5,1214.5,50.0
60+,High,Absurd,Australia,189.0,19.0,67.0,258.0,4.0,1.0,538.0,0.0
60+,High,Absurd,Canada,268.0,20.5,524.5,95.0,26.5,127.5,1062.0,0.0
60+,High,Absurd,India,78.0,35.0,347.0,259.0,23.0,80.0,822.0,0.0
60+,High,Absurd,Saudi Arabia,550.0,48.67,353.0,38.0,3.0,58.67,1051.33,66.67
60+,High,Absurd,Spain,381.33,5.0,475.17,24.83,29.33,43.17,958.83,66.67
60+,High,Absurd,USA,458.0,42.5,106.0,78.5,6.0,41.0,732.0,0.0
60+,High,Alone,Australia,249.57,35.29,632.57,67.71,53.0,63.57,1101.71,57.14
60+,High,Alone,Canada,401.86,20.29,289.14,79.86,46.71,88.86,926.71,57.14
60+,High,Alone,Germany,757.0,24.0,189.0,156.0,31.0,26.0,1183.0,0.0
60+,High,Alone,India,337.75,55.25,459.75,51.0,48.25,93.0,1045.0,25.0
60+,High,Alone,Saudi Arabia,522.11,39.11,446.22,103.67,45.67,121.11,1277.89,11.11
60+,High,Alone,Spain,461.2,60.0,327.0,104.8,39.6,93.2,1085.8,20.0
60+,High,Alone,USA,653.0,0.0,591.0,175.0,15.0,188.0,1622.0,0.0
60+,High,Divorced,Australia,527.47,39.95,334.74,105.53,34.37,56.21,1098.26,31.58
60+,High,Divorced,Canada,469.3,40.21,510.33,92.12,49.77,59.81,1221.53,20.93
60+,High,Divorced,Germany,424.64,42.36,249.91,70.23,40.68,53.64,881.45,40.91
60+,High,Divorced,India,552.37,30.66,380.05,110.66,63.66,47.0,1184.39,31.58
60+,High,Divorced,Saudi Arabia,541.75,35.68,289.93,105.46,40.14,54.86,1067.82,14.29
60+,High,Divorced,Spain,482.53,32.65,479.16,88.47,42.44,46.88,1172.14,27.91
60+,High,Divorced,USA,470.29,41.29,399.54,104.17,54.13,51.58,1121.0,29.17
60+,High,Married,Australia,414.55,44.34,413.93,104.45,44.88,61.13,1083.27,30.36
60+,High,Married,Canada,411.78,24.2,394.73,76.51,30.1,49.82,987.14,22.45
60+,High,Married,Germany,446.33,17.39,226.39,121.28,61.11,66.28,938.78,11.11
60+,High,Married,India,373.52,26.24,609.88,69.84,36.08,64.88,1180.44,32.0
60+,High,Married,Mexico,572.33,26.33,478.67,183.33,15.67,129.33,1405.67,33.33
60+,High,Married,Saudi Arabia,490.74,38.26,426.51,65.31,33.66,52.11,1106.6,22.86
60+,High,Married,Spain,371.95,33.74,385.87,69.73,38.92,53.17,953.37,20.2
60+,High,Married,USA,492.19,22.05,326.76,39.1,35.33,42.67,958.1,19.05
60+,High,Single,Australia,542.22,33.09,432.28,79.02,48.86,64.38,1199.84,25.56
60+,High,Single,Canada,382.82,22.68,415.57,80.48,28.05,45.95,975.55,13.64
60+,High,Single,Germany,350.97,23.8,481.29,80.45,35.49,54.05,1026.05,13.85
60+,High,Single,India,552.31,39.17,522.73,86.63,39.25,81.6,1321.69,41.67
60+,High,Single,Mexico,244.0,62.67,407.67,147.5,52.33,66.67,980.83,33.33
60+,High,Single,Saudi Arabia,382.09,33.97,386.46,89.34,46.11,73.74,1011.71,28.57
60+,High,Single,Spain,464.23,23.57,449.35,80.6,48.83,57.73,1124.31,21.1
60+,High,Single,USA,544.0,39.64,533.79,83.36,53.36,58.29,1312.43,35.71
60+,High,Together,Australia,543.41,37.64,378.55,86.19,52.94,72.49,1171.22,25.0
60+,High,Together,Canada,486.24,27.38,439.0,99.33,45.71,58.06,1155.71,13.46
60+,High,Together,Germany,531.91,42.41,560.84,106.07,47.02,50.32,1338.57,20.45
60+,High,Together,India,490.82,44.27,339.98,82.22,51.88,66.95,1076.13,22.5
60+,High,Together,Mexico,272.0,44.62,319.31,96.23,68.38,41.46,842.0,7.69
60+,High,Together,Saudi Arabia,461.99,35.14,383.38,95.31,39.82,40.57,1056.19,19.44
60+,High,Together,Spain,481.58,28.05,422.41,106.37,40.2,55.39,1133.99,19.81
60+,High,Together,USA,418.51,29.98,378.62,81.45,48.54,44.19,1001.29,21.43
60+,High,Widow,Australia,484.5,34.5,401.25,71.25,54.5,37.75,1083.75,25.0
60+,High,Widow,Canada,561.5,22.4,212.6,101.0,53.3,56.0,1006.8,50.0
60+,High,Widow,Germany,548.25,36.75,671.75,111.25,40.75,141.25,1550.0,25.0
60+,High,Widow,India,199.5,40.13,583.0,61.0,38.88,31.5,954.0,37.5
60+,High,Widow,Saudi Arabia,417.68,29.79,330.64,110.7,39.4,52.06,980.28,17.02
60+,High,Widow,Spain,415.65,48.96,298.96,78.65,68.7,43.52,954.43,17.39
60+,High,Widow,USA,703.0,47.43,376.43,60.43,79.57,53.14,1320.0,42.86
60+,High,YOLO,Canada,335.33,57.33,518.0,44.33,74.33,55.0,1084.33,33.33
60+,High,YOLO,Germany,493.5,19.0,1231.0,151.5,61.5,29.5,1986.0,100.0
60+,High,YOLO,India,0.0,0.0,215.0,105.0,152.0,22.0,494.0,0.0
60+,High,YOLO,Saudi Arabia,158.0,9.67,514.0,120.67,89.33,31.0,922.67,0.0
60+,High,YOLO,Spain,495.0,42.67,378.0,121.67,18.0,69.67,1125.0,33.33
60+,High,YOLO,USA,272.0,0.0,739.0,256.0,20.0,49.0,1336.0,0.0
60+,Low,Absurd,Canada,4.0,0.0,64.0,259.0,0.0,0.0,327.0,0.0
60+,Low,Absurd,India,53.0,2.0,14.0,5.0,0.0,15.0,89.0,0.0
60+,Low,Absurd,Mexico,5.0,25.0,659.0,16.0,0.0,4.0,709.0,0.0
60+,Low,Absurd,Saudi Arabia,39.0,1.0,462.0,4.0,11.0,0.0,517.0,100.0
60+,Low,Absurd,Spain,53.9,1.7,171.9,7.1,8.9,24.6,268.1,30.0
60+,Low,Absurd,USA,0.0,0.0,25.0,5.0,8.0,0.0,38.0,0.0
60+,Low,Alone,Canada,50.0,19.0,118.33,13.0,2.33,6.33,209.0,0.0
60+,Low,Alone,Germany,429.5,1.5,68.5,2.5,5.0,0.0,507.0,0.0
60+,Low,Alone,Saudi Arabia,5.67,0.33,57.33,50.0,2.67,41.67,157.67,0.0
60+,Low,Alone,Spain,13.14,6.86,223.0,22.29,10.71,19.14,295.14,28.57
60+,Low,Divorced,Australia,0.0,0.0,25.0,9.0,0.0,0.0,34.0,0.0
60+,Low,Divorced,Canada,134.56,2.17,142.44,22.44,4.94,13.67,320.22,0.0
60+,Low,Divorced,Germany,237.67,35.67,187.67,32.33,23.67,84.0,601.0,33.33
60+,Low,Divorced,India,92.0,2.25,97.3,17.75,5.85,42.95,258.1,15.0
60+,Low,Divorced,Saudi Arabia,105.2,17.13,115.2,30.47,4.0,14.2,286.2,6.67
60+,Low,Divorced,Spain,172.85,10.85,157.77,39.46,1.0,27.77,409.69,0.0
60+,Low,Divorced,USA,96.64,14.21,225.07,38.0,10.64,24.07,408.64,21.43
60+,Low,Married,Australia,177.35,9.15,110.4,34.45,12.05,19.45,362.85,20.0
60+,Low,Married,Canada,69.88,6.58,81.31,13.12,7.9,13.63,192.42,7.46
60+,Low,Married,Germany,43.92,8.42,51.92,5.5,1.83,15.83,127.42,0.0
60+,Low,Married,India,50.53,4.79,146.42,22.05,2.63,19.74,246.16,10.53
60+,Low,Married,Mexico,2.0,0.0,126.67,28.0,1.33,15.33,173.33,0.0
60+,Low,Married,Saudi Arabia,66.52,7.66,86.38,11.9,2.14,10.31,184.9,17.24
60+,Low,Married,Spain,66.96,3.53,126.87,11.87,3.67,8.9,221.8,1.49
60+,Low,Married,USA,46.49,6.08,136.49,5.49,1.73,18.19,214.46,8.11
60+,Low,Single,Australia,259.96,8.92,146.15,39.19,3.85,17.81,475.88,7.69
60+,Low,Single,Canada,120.04,5.0,112.23,28.42,9.94,19.21,294.83,4.17
60+,Low,Single,Germany,85.4,3.53,201.1,22.53,4.03,21.93,338.53,6.67
60+,Low,Single,India,105.52,7.55,181.9,26.9,7.55,23.07,352.48,3.45
60+,Low,Single,Mexico,252.0,1.0,1125.0,87.0,28.0,0.0,1493.0,0.0
60+,Low,Single,Saudi Arabia,138.85,6.45,145.7,23.85,3.4,30.75,349.0,5.0
60+,Low,Single,Spain,146.75,7.17,176.98,11.95,5.38,12.24,360.47,9.71
60+,Low,Single,USA,209.5,6.13,65.5,49.75,3.63,29.63,364.13,0.0
60+,Low,Together,Australia,193.64,4.82,207.14,37.96,11.79,23.89,479.25,7.14
60+,Low,Together,Canada,100.5,8.05,202.5,27.64,5.02,17.2,360.92,3.1
60+,Low,Together,Germany,78.0,2.96,315.13,32.48,5.13,16.48,450.17,4.35
60+,Low,Together,India,153.27,6.45,130.14,37.64,15.82,10.73,354.05,18.18
60+,Low,Together,Mexico,105.71,3.79,137.07,9.14,20.79,29.21,305.71,7.14
60+,Low,Together,Saudi Arabia,55.35,6.9,158.67,28.5,5.28,19.42,274.12,8.33
60+,Low,Together,Spain,55.47,1.97,119.31,15.49,5.5,7.16,204.9,2.94
60+,Low,Together,USA,116.37,3.13,135.21,22.84,4.16,28.39,310.11,7.89
60+,Low,Widow,Canada,52.8,8.8,443.4,47.6,3.4,16.2,572.2,0.0
60+,Low,Widow,Germany,13.0,0.0,67.0,9.0,34.0,14.0,137.0,100.0
60+,Low,Widow,India,329.0,1.33,342.67,17.0,33.67,23.0,746.67,33.33
60+,Low,Widow,Saudi Arabia,13.5,12.75,72.75,18.75,11.25,15.75,144.75,0.0
60+,Low,Widow,Spain,27.43,8.79,179.29,30.07,4.36,7.21,257.14,14.29
60+,Low,Widow,USA,166.0,0.0,165.0,8.0,0.0,18.0,357.0,100.0
60+,Low,YOLO,India,918.0,11.0,133.0,3.0,86.0,19.0,1170.0,100.0
60+,Low,YOLO,Saudi Arabia,0.0,0.0,44.5,6.5,19.0,1.5,71.5,0.0
60+,Low,YOLO,Spain,37.5,0.0,42.5,2.5,4.5,1.0,88.0,0.0
60+,Low,YOLO,USA,23.0,0.0,525.0,10.0,1.0,0.0,559.0,0.0
60+,Medium,Absurd,Canada,476.33,6.33,627.33,18.67,5.0,17.33,1151.0,0.0
60+,Medium,Absurd,Germany,72.33,0.0,110.0,117.0,55.67,23.0,378.0,0.0
60+,Medium,Absurd,Saudi Arabia,0.0,0.5,313.5,10.5,6.5,13.0,344.0,0.0
60+,Medium,Absurd,Spain,201.0,23.6,89.2,72.4,20.0,53.6,459.8,20.0
60+,Medium,Absurd,USA,42.5,28.5,473.0,17.5,30.5,22.5,614.5,0.0
60+,Medium,Alone,Australia,413.75,4.0,97.75,29.0,34.0,38.0,616.5,0.0
60+,Medium,Alone,Canada,32.0,6.0,162.67,138.33,14.67,33.33,387.0,0.0
60+,Medium,Alone,Germany,14.0,78.0,63.0,158.0,2.0,54.0,369.0,0.0
60+,Medium,Alone,India,133.67,74.0,79.67,29.0,1.0,29.0,346.33,0.0
60+,Medium,Alone,Saudi Arabia,266.67,4.5,332.17,61.17,2.5,30.0,697.0,0.0
60+,Medium,Alone,Spain,314.0,22.6,233.4,64.0,22.8,51.2,708.0,40.0
60+,Medium,Alone,USA,501.0,0.0,707.0,191.0,10.0,52.0,1461.0,0.0
60+,Medium,Divorced,Australia,368.7,20.2,284.5,52.5,13.8,47.7,787.4,30.0
60+,Medium,Divorced,Canada,282.74,17.65,272.84,111.58,23.06,41.77,749.65,16.13
60+,Medium,Divorced,Germany,101.42,6.42,241.08,73.5,19.5,21.83,463.75,8.33
60+,Medium,Divorced,India,234.44,11.26,281.95,57.74,26.95,46.85,659.18,10.26
60+,Medium,Divorced,Saudi Arabia,226.73,18.73,152.27,21.13,46.47,13.8,479.13,26.67
60+,Medium,Divorced,Spain,211.04,31.07,175.15,53.44,22.37,34.7,527.78,14.81
60+,Medium,Divorced,USA,211.2,23.53,238.8,40.33,14.8,21.2,549.87,20.0
60+,Medium,Married,Australia,272.11,7.86,239.43,48.89,28.11,40.82,637.21,17.86
60+,Medium,Married,Canada,249.23,10.56,193.34,48.33,23.73,27.17,552.38,10.94
60+,Medium,Married,Germany,250.62,9.38,500.54,46.54,23.38,46.46,876.92,23.08
60+,Medium,Married,India,213.91,14.77,249.36,29.5,18.68,41.68,567.91,13.64
60+,Medium,Married,Mexico,12.75,35.75,241.25,10.0,3.5,2.5,305.75,0.0
60+,Medium,Married,Saudi Arabia,216.6,16.29,222.58,45.4,16.62,33.78,551.27,11.11
60+,Medium,Married,Spain,186.94,8.53,250.37,32.1,11.96,23.28,513.18,8.94
60+,Medium,Married,USA,173.97,14.69,218.07,38.41,27.14,32.62,504.9,10.34
60+,Medium,Single,Australia,306.24,13.12,292.19,51.88,23.25,52.32,739.0,22.03
60+,Medium,Single,Canada,314.81,14.58,276.0,42.21,17.63,35.19,700.42,11.94
60+,Medium,Single,Germany,182.4,17.48,317.05,74.63,21.32,40.55,653.43,10.0
60+,Medium,Single,India,303.79,12.38,344.04,67.5,23.54,34.25,785.5,33.33
60+,Medium,Single,Mexico,83.5,0.0,140.0,20.0,19.5,22.0,285.0,0.0
60+,Medium,Single,Saudi Arabia,226.22,4.58,214.43,32.77,14.5,39.0,531.5,20.0
60+,Medium,Single,Spain,164.3,13.66,294.0,39.02,20.03,35.08,566.09,16.38
60+,Medium,Single,USA,385.88,6.06,180.59,21.71,35.76,51.71,681.71,11.76
60+,Medium,Together,Australia,375.71,20.05,268.29,55.28,25.34,40.67,785.34,8.62
60+,Medium,Together,Canada,194.92,16.3,249.01,51.26,17.96,28.15,557.61,10.59
60+,Medium,Together,Germany,301.75,19.57,310.18,59.45,23.43,28.55,742.92,27.5
60+,Medium,Together,India,221.88,19.69,229.12,57.04,22.31,53.38,603.42,26.92
60+,Medium,Together,Mexico,141.31,24.23,351.23,42.0,30.85,62.77,652.38,7.69
60+,Medium,Together,Saudi Arabia,163.51,13.11,279.08,54.21,18.94,27.97,556.81,14.29
60+,Medium,Together,Spain,223.39,14.43,309.79,50.2,29.95,38.86,666.61,11.22
60+,Medium,Together,USA,226.13,16.58,273.96,35.04,23.0,27.46,602.18,8.96
60+,Medium,Widow,Canada,278.2,2.8,158.4,50.0,32.8,42.2,564.4,60.0
60+,Medium,Widow,Germany,38.5,0.0,98.0,130.0,58.5,21.5,346.5,0.0
60+,Medium,Widow,India,140.33,14.0,288.17,95.83,15.0,71.0,624.33,0.0
60+,Medium,Widow,Saudi Arabia,273.38,20.69,355.0,53.42,24.58,22.31,749.38,15.38
60+,Medium,Widow,Spain,155.75,27.88,272.63,72.46,33.96,45.63,608.29,0.0
60+,Medium,Widow,USA,53.0,1.0,37.0,19.0,8.0,50.0,168.0,0.0
60+,Medium,YOLO,Canada,446.67,4.33,220.0,63.0,40.33,74.33,848.67,0.0
60+,Medium,YOLO,Germany,0.0,0.0,63.0,10.0,0.0,4.0,77.0,0.0
60+,Medium,YOLO,India,136.0,6.5,212.0,3.5,26.5,33.5,418.0,0.0
60+,Medium,YOLO,Saudi Arabia,226.0,8.5,221.0,45.25,45.0,40.0,585.75,0.0
60+,Medium,YOLO,Spain,11.0,0.0,23.0,8.0,7.0,13.0,62.0,100.0
60+,Medium,YOLO,USA,104.0,9.0,104.0,52.0,3.0,59.5,331.5,0.0
60+,Upper-Mid,Absurd,Australia,833.0,27.0,230.0,0.0,17.0,20.0,1127.0,0.0
60+,Upper-Mid,Absurd,India,396.0,22.0,55.0,11.0,25.0,37.0,546.0,0.0
60+,Upper-Mid,Absurd,Spain,271.0,7.0,670.5,59.5,118.0,18.5,1144.5,50.0
60+,Upper-Mid,Alone,Australia,186.0,57.0,190.0,24.0,0.0,46.0,503.0,100.0
60+,Upper-Mid,Alone,Canada,1252.33,17.67,374.33,41.0,38.0,33.67,1757.0,33.33
60+,Upper-Mid,Alone,India,401.0,32.5,440.5,22.5,48.5,203.5,1148.5,0.0
60+,Upper-Mid,Alone,Saudi Arabia,487.67,48.0,789.0,159.33,10.33,50.67,1545.0,0.0
60+,Upper-Mid,Alone,Spain,214.5,51.0,208.83,114.0,38.67,49.67,676.67,33.33
60+,Upper-Mid,Divorced,Australia,357.64,18.18,259.73,76.55,45.82,49.45,807.36,18.18
60+,Upper-Mid,Divorced,Canada,346.69,9.85,395.92,70.0,21.69,24.85,869.0,15.38
60+,Upper-Mid,Divorced,Germany,302.33,3.67,291.5,70.5,16.67,34.0,718.67,0.0
60+,Upper-Mid,Divorced,India,538.65,10.6,491.1,80.3,65.8,45.2,1231.65,15.0
60+,Upper-Mid,Divorced,Mexico,644.0,11.0,65.0,24.0,206.0,74.0,1024.0,0.0
60+,Upper-Mid,Divorced,Saudi Arabia,248.05,11.05,317.47,62.21,41.42,37.79,718.0,21.05
60+,Upper-Mid,Divorced,Spain,309.07,20.97,285.37,68.7,34.13,37.97,756.2,13.33
60+,Upper-Mid,Divorced,USA,493.63,19.88,232.5,64.13,44.38,35.5,890.0,12.5
60+,Upper-Mid,Married,Australia,249.81,35.13,351.19,63.56,13.06,62.56,775.31,12.5
60+,Upper-Mid,Married,Canada,336.76,20.78,339.7,56.62,19.11,43.14,816.11,8.11
60+,Upper-Mid,Married,Germany,204.0,10.83,657.67,43.17,18.83,88.33,1022.83,0.0
60+,Upper-Mid,Married,India,349.78,32.94,484.11,62.56,18.11,62.56,1010.06,16.67
60+,Upper-Mid,Married,Mexico,0.0,61.0,36.0,74.0,0.0,56.0,227.0,0.0
60+,Upper-Mid,Married,Saudi Arabia,293.15,18.88,249.65,53.04,20.58,30.04,665.35,15.38
60+,Upper-Mid,Married,Spain,349.59,25.44,282.46,63.4,22.09,38.49,781.46,20.59
60+,Upper-Mid,Married,USA,349.5,15.43,309.79,62.29,29.21,44.71,810.93,14.29
60+,Upper-Mid,Single,Australia,388.83,25.72,383.37,63.93,32.59,67.39,961.83,17.39
60+,Upper-Mid,Single,Canada,291.17,18.77,350.69,58.09,24.03,40.17,782.91,17.14
60+,Upper-Mid,Single,Germany,317.66,21.77,532.26,46.77,22.71,48.49,989.66,20.0
60+,Upper-Mid,Single,India,417.06,24.0,360.83,69.72,28.83,47.94,948.39,33.33
60+,Upper-Mid,Single,Mexico,696.33,17.33,182.0,123.0,18.0,16.67,1053.33,66.67
60+,Upper-Mid,Single,Saudi Arabia,371.81,32.43,287.7,67.89,30.11,50.89,840.84,21.62
60+,Upper-Mid,Single,Spain,279.69,29.64,321.56,61.93,30.04,39.4,762.26,30.56
60+,Upper-Mid,Single,USA,480.33,28.87,493.13,67.73,34.27,56.47,1160.8,26.67
60+,Upper-Mid,Together,Australia,501.86,34.29,299.0,98.63,39.0,56.66,1029.43,20.0
60+,Upper-Mid,Together,Canada,331.52,13.79,314.94,70.92,32.71,40.52,804.38,15.79
60+,Upper-Mid,Together,Germany,185.64,24.09,396.09,90.27,39.23,33.45,768.77,27.27
60+,Upper-Mid,Together,India,305.23,26.64,228.45,35.27,35.05,46.14,676.77,13.64
60+,Upper-Mid,Together,Mexico,266.2,33.9,428.9,129.9,37.0,51.1,947.0,20.0
60+,Upper-Mid,Together,Saudi Arabia,411.02,16.93,388.93,77.49,32.22,43.56,970.15,17.07
60+,Upper-Mid,Together,Spain,267.86,29.26,276.4,52.14,22.38,45.45,693.49,10.77
60+,Upper-Mid,Together,USA,355.56,29.06,359.81,76.34,27.78,51.84,900.41,25.0
60+,Upper-Mid,Widow,Australia,6.0,21.0,662.5,53.0,57.5,77.5,877.5,0.0
60+,Upper-Mid,Widow,Canada,376.33,11.67,345.17,78.0,16.17,39.17,866.5,0.0
60+,Upper-Mid,Widow,Germany,388.0,5.5,578.5,6.5,27.0,65.5,1071.0,50.0
60+,Upper-Mid,Widow,India,444.0,15.25,542.5,86.25,51.5,34.75,1174.25,25.0
60+,Upper-Mid,Widow,Saudi Arabia,405.08,38.25,386.29,78.46,47.67,39.38,995.13,16.67
60+,Upper-Mid,Widow,Spain,127.4,4.4,433.3,62.7,8.9,27.4,664.1,20.0
60+,Upper-Mid,Widow,USA,180.5,7.0,810.5,115.0,43.0,104.5,1260.5,0.0
60+,Upper-Mid,YOLO,Australia,74.0,0.0,217.0,99.0,0.0,47.0,437.0,0.0
60+,Upper-Mid,YOLO,Canada,74.67,10.67,155.67,17.33,0.0,63.67,322.0,0.0
60+,Upper-Mid,YOLO,Saudi Arabia,588.5,29.0,459.75,57.0,11.5,21.5,1167.25,50.0
60+,Upper-Mid,YOLO,Spain,48.0,4.5,742.0,22.5,12.0,7.5,836.5,0.0
60+,Upper-Mid,YOLO,USA,0.0,0.0,151.0,0.0,0.0,14.0,165.0,0.0
60+,Very High,Absurd,Canada,279.0,91.0,180.0,23.0,34.0,3.0,610.0,0.0
60+,Very High,Absurd,Germany,1315.0,0.0,1048.0,71.0,31.0,20.0,2485.0,0.0
60+,Very High,Absurd,India,1493.0,5.0,66.0,133.0,15.0,22.0,1734.0,0.0
60+,Very High,Absurd,Saudi Arabia,1419.0,0.0,133.0,87.0,0.0,132.0,1771.0,0.0
60+,Very High,Absurd,Spain,627.0,62.0,410.0,111.5,125.5,17.5,1353.5,50.0
60+,Very High,Absurd,USA,485.0,172.0,174.0,32.0,114.0,0.0,977.0,0.0
60+,Very High,Alone,Australia,567.33,32.0,35.33,71.0,11.0,88.0,804.67,33.33
60+,Very High,Alone,Germany,1493.0,45.0,692.0,259.0,166.0,61.0,2716.0,100.0
60+,Very High,Alone,Saudi Arabia,538.33,59.33,376.67,172.67,19.67,61.67,1228.33,33.33
60+,Very High,Alone,Spain,570.4,83.4,552.6,119.8,55.4,111.2,1492.8,20.0
60+,Very High,Alone,USA,227.5,31.5,978.0,137.0,22.0,102.0,1498.0,50.0
60+,Very High,Divorced,Australia,618.44,35.75,361.69,101.25,71.31,86.44,1274.88,50.0
60+,Very High,Divorced,Canada,467.97,33.69,520.97,139.48,58.31,71.41,1291.83,20.69
60+,Very High,Divorced,Germany,764.46,75.54,528.0,86.85,77.54,48.23,1580.62,38.46
60+,Very High,Divorced,India,549.36,60.42,510.06,132.27,66.91,74.3,1393.33,36.36
60+,Very High,Divorced,Mexico,607.0,0.0,173.0,117.0,52.0,29.0,978.0,0.0
60+,Very High,Divorced,Saudi Arabia,645.3,60.44,546.19,124.63,45.96,65.81,1488.33,40.74
60+,Very High,Divorced,Spain,716.46,33.08,450.64,113.41,50.59,61.1,1425.28,25.64
60+,Very High,Divorced,USA,536.11,57.78,416.17,96.94,67.33,58.17,1232.5,38.89
60+,Very High,Married,Australia,531.93,55.44,497.41,117.41,57.81,73.7,1333.7,37.04
60+,Very High,Married,Canada,400.22,51.41,450.09,106.03,59.34,64.19,1131.28,15.63
60+,Very High,Married,Germany,535.94,38.33,573.56,160.94,60.78,59.78,1429.33,38.89
60+,Very High,Married,India,722.82,44.47,714.35,134.76,87.82,85.12,1789.35,17.65
60+,Very High,Married,Mexico,627.33,62.67,251.67,169.33,2.33,43.33,1156.67,33.33
60+,Very High,Married,Saudi Arabia,458.62,42.71,505.52,114.19,64.38,82.29,1267.71,42.86
60+,Very High,Married,Spain,538.97,53.08,564.59,109.92,55.78,55.97,1378.31,28.81
60+,Very High,Married,USA,501.81,39.42,499.35,95.08,80.54,58.15,1274.35,30.77
60+,Very High,Single,Australia,630.14,36.18,538.06,99.92,65.6,70.36,1440.26,40.0
60+,Very High,Single,Canada,412.38,29.94,451.94,86.13,71.63,69.19,1121.19,31.25
60+,Very High,Single,Germany,467.3,39.26,458.52,91.93,63.81,54.63,1175.44,25.93
60+,Very High,Single,India,579.05,36.9,579.67,129.71,56.95,71.19,1453.48,42.86
60+,Very High,Single,Saudi Arabia,391.53,43.88,544.53,114.53,39.29,60.18,1193.94,5.88
60+,Very High,Single,Spain,506.49,41.21,566.1,104.96,53.44,60.07,1332.26,29.41
60+,Very High,Single,USA,715.24,53.12,533.71,119.71,58.18,96.53,1576.47,41.18
60+,Very High,Together,Australia,660.02,39.7,549.34,120.74,71.06,60.58,1501.44,28.0
